과정,폐강여부,과목코드,강좌번호,개설과목,개설학과,중간강의점검여부,문의처,이수구분,학점,주야,분반,교차수강,성적평가,정원,1학년정원,2학년정원,3학년정원,"4,5학년정원",전체학년제한,전체학년정원,신청현황,담당교수 교번,담당교수명,A / B / C / D / E / F / G,학년,75분수업,원격수업,승인,강의구분,학점교류여부,강의시간,강의실,강의계획서,비고,(교양)대영역,(교양)소영역,공학인증,시수,전공이수체계
교양,,NSMA1007,2025201561,미분적분학Ⅱ,노마드칼리지,Y,0428211360,교선,3.0,주,07,Y,상대,40,37,1,1,1,0,0,37,20195049,윤찬미,0/0/50/50/0/0/0,1,,,Y,이론,N,"목2,3,4",그린에너지관(713),보기,미분적분학Ⅰ또는 고급미분적분학 Ⅰ을 이수한 학생만 수강 가능,공학기초,수학,Y,3.0,
교양,,NSMA1007,2025201562,미분적분학Ⅱ,노마드칼리지,Y,0428211360,교선,3.0,주,08,Y,상대,40,37,1,1,1,0,0,36,20205034,한유두,0/0/50/50/0/0/0,1,,,Y,이론,N,"목6,7,8",그린에너지관(509),보기,미분적분학Ⅰ또는 고급미분적분학 Ⅰ을 이수한 학생만 수강 가능,공학기초,수학,Y,3.0,
교양,,NSMA1007,2025201564,미분적분학Ⅱ,노마드칼리지,Y,0428211360,교선,3.0,주,10,Y,상대,40,37,1,1,1,0,0,10,20235079,홍은주,0/0/50/50/0/0/0,1,,,Y,이론,N,"금6,7,8",그린에너지관(509),보기,미분적분학Ⅰ또는 고급미분적분학 Ⅰ을 이수한 학생만 수강 가능,공학기초,수학,Y,3.0,
교양,,NGLI1005,2025201009,미술의 이해,노마드칼리지,Y,0428211976,교선,2.0,주,01,Y,상대,40,10,10,10,10,0,0,39,20215055,배선명,20/15/15/15/30/5/0,1,,,Y,이론,N,"화2,3",창의혁신관(413),보기,"산업디자인학과, 시각영상디자인학과 수강 불가",일반교양,문학과 예술,,2.0,
교양,,NGLI1005,2025201010,미술의 이해,노마드칼리지,Y,0428211976,교선,2.0,주,02,Y,상대,40,10,10,10,10,0,0,40,20215055,배선명,20/15/15/15/30/5/0,1,,,Y,이론,N,"화6,7",창의혁신관(413),보기,"산업디자인학과, 시각영상디자인학과 수강 불가",일반교양,문학과 예술,,2.0,
교양,,NBAS1007,2025200464,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,01,Y,상대,30,27,1,1,1,0,0,29,20195057,유세진,10/30/10/20/10/20/0,1,,,,이론,N,"월2,3",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200465,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,02,Y,상대,30,27,1,1,1,0,0,30,20235074,임보람,10/50/10/20/0/10/0,1,,,,이론,N,"월2,3",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200466,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,03,Y,상대,30,27,1,1,1,0,0,30,20205023,김순재,10/70/0/10/0/10/0,1,,,,이론,N,"월2,3",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200467,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,04,Y,상대,30,27,1,1,1,0,0,30,20235047,김정인,10/70/0/10/0/10/0,1,,,,이론,N,"월4,5",인문사회과학관(104),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200468,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,05,Y,상대,30,27,1,1,1,0,0,29,20205023,김순재,10/70/0/10/0/10/0,1,,,,이론,N,"월4,5",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200469,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,06,Y,상대,30,27,1,1,1,0,0,30,20235074,임보람,10/50/10/20/0/10/0,1,,,,이론,N,"월4,5",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200470,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,07,Y,상대,30,27,1,1,1,0,0,30,20195057,유세진,10/30/10/20/10/20/0,1,,,,이론,N,"월4,5",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200471,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,08,Y,상대,30,27,1,1,1,0,0,30,20195057,유세진,10/30/10/20/10/20/0,1,,,,이론,N,"월6,7",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200472,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,09,Y,상대,30,27,1,1,1,0,0,30,20205018,조도현,10/30/10/20/10/20/0,1,,,,이론,N,"월6,7",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200473,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,10,Y,상대,30,27,1,1,1,0,0,29,20235047,김정인,10/70/0/10/0/10/0,1,,,,이론,N,"월6,7",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200474,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,11,Y,상대,30,27,1,1,1,0,0,30,20235074,임보람,10/50/10/20/0/10/0,1,,,,이론,N,"월8,9",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200475,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,12,Y,상대,30,27,1,1,1,0,0,29,20031022,성희제,20/30/10/10/10/20/0,1,,,,이론,N,"화2,3",인문사회과학관(501),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200476,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,13,Y,상대,30,27,1,1,1,0,0,30,20254046,이채은,15/70/15/0/0/0/0,1,,,,이론,N,"화2,3",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200477,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,14,Y,상대,30,27,1,1,1,0,0,30,20205023,김순재,10/70/0/10/0/10/0,1,,,,이론,N,"화2,3",건설공학관(209),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200478,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,15,Y,상대,30,27,1,1,1,0,0,30,20191026,한하림,10/70/0/10/0/10/0,1,,,,이론,N,"화2,3",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200479,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,16,Y,상대,30,27,1,1,1,0,0,30,20254042,오소은,10/40/30/10/0/10/0,1,,,,이론,N,"화2,3",경상학관(710),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200480,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,17,Y,상대,30,27,1,1,1,0,0,29,20254046,이채은,15/70/15/0/0/0/0,1,,,,이론,N,"화4,5",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200481,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,18,Y,상대,30,27,1,1,1,0,0,29,20191026,한하림,10/70/0/10/0/10/0,1,,,,이론,N,"화4,5",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200482,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,19,Y,상대,30,27,1,1,1,0,0,30,20235064,박소영,10/70/0/10/0/10/0,1,,,,이론,N,"화4,5",인문사회과학관(501),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200483,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,20,Y,상대,30,27,1,1,1,0,0,30,20235014,송혜란,10/30/20/20/10/10/0,1,,,,이론,N,"화4,5",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200484,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,21,Y,상대,30,27,1,1,1,0,0,30,20235014,송혜란,10/30/20/20/10/10/0,1,,,,이론,N,"화6,7",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200485,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,22,Y,상대,30,27,1,1,1,0,0,30,20205039,조현서,10/50/10/20/0/10/0,1,,,,이론,N,"화6,7",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200486,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,23,Y,상대,30,27,1,1,1,0,0,30,20235064,박소영,10/70/0/10/0/10/0,1,,,,이론,N,"화6,7",인문사회과학관(201),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200487,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,24,Y,상대,30,27,1,1,1,0,0,30,20225095,박혜경,10/70/0/10/0/10/0,1,,,,이론,N,"화6,7",인문사회과학관(102),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200488,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,25,Y,상대,30,27,1,1,1,0,0,30,20195115,김덕신,10/50/10/20/0/10/0,1,,,,이론,N,"화8,9",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200489,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,26,Y,상대,30,27,1,1,1,0,0,30,20254046,이채은,15/70/15/0/0/0/0,1,,,,이론,N,"화8,9",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200490,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,27,Y,상대,30,27,1,1,1,0,0,30,20235047,김정인,10/70/0/10/0/10/0,1,,,,이론,N,"수2,3",인문사회과학관(104),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200491,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,28,Y,상대,30,27,1,1,1,0,0,29,20211209,윤인선,10/70/0/10/0/10/0,1,,,,이론,N,"수2,3",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200492,발표와 토론,노마드칼리지,Y,0448638450,교필,2.0,주,29,Y,상대,30,24,2,2,2,0,0,19,20205148,정은주,10/50/10/20/0/10/0,1,,,Y,이론,N,"수2,3",세종(임대형)캠퍼스(218),보기,"세종캠퍼스 대면강의, 인공지능소프트웨어학과 우선 수강신청 후 타과생 수강 가능",기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200493,발표와 토론,노마드칼리지,Y,0448638450,교필,2.0,주,30,Y,상대,30,24,2,2,2,0,0,21,20205148,정은주,10/50/10/20/0/10/0,1,,,Y,이론,N,"수4,5",세종(임대형)캠퍼스(218),보기,"세종캠퍼스 대면강의, 인공지능소프트웨어학과 우선 수강신청 후 타과생 수강 가능",기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200494,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,31,Y,상대,30,27,1,1,1,0,0,29,20225085,백민정,10/50/10/10/10/10/0,1,,,,이론,N,"수4,5",인문사회과학관(101),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200495,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,32,Y,상대,30,27,1,1,1,0,0,30,20195115,김덕신,10/50/10/20/0/10/0,1,,,,이론,N,"수4,5",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200496,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,33,Y,상대,30,27,1,1,1,0,0,30,20225095,박혜경,10/70/0/10/0/10/0,1,,,,이론,N,"수6,7",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200497,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,34,Y,상대,30,27,1,1,1,0,0,30,20225085,백민정,10/50/10/10/10/10/0,1,,,,이론,N,"수6,7",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200498,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,35,Y,상대,30,27,1,1,1,0,0,30,20225095,박혜경,10/70/0/10/0/10/0,1,,,,이론,N,"수8,9",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200499,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,36,Y,상대,30,27,1,1,1,0,0,30,20205148,정은주,10/50/10/20/0/10/0,1,,,,이론,N,"수8,9",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200500,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,37,Y,상대,30,27,1,1,1,0,0,30,20225085,백민정,10/50/10/10/10/10/0,1,,,,이론,N,"목2,3",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200501,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,38,Y,상대,30,27,1,1,1,0,0,29,20235003,권온,10/50/10/10/10/10/0,1,,,,이론,N,"목2,3",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200502,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,39,Y,상대,30,27,1,1,1,0,0,30,20205039,조현서,10/50/10/20/0/10/0,1,,,,이론,N,"목4,5",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200503,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,40,Y,상대,30,27,1,1,1,0,0,30,20211209,윤인선,10/70/0/10/0/10/0,1,,,,이론,N,"목4,5",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200504,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,41,Y,상대,30,27,1,1,1,0,0,30,20254042,오소은,10/40/30/10/0/10/0,1,,,,이론,N,"목4,5",인문사회과학관(403),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200505,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,42,Y,상대,30,27,1,1,1,0,0,30,20111012,김주리,10/50/10/20/0/10/0,1,,,,이론,N,"목6,7",인문사회과학관(401),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200506,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,43,Y,상대,30,27,1,1,1,0,0,29,20205039,조현서,10/50/10/20/0/10/0,1,,,,이론,N,"목8,9",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200507,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,44,Y,상대,30,27,1,1,1,0,0,29,20254042,오소은,10/40/30/10/0/10/0,1,,,,이론,N,"목8,9",인문사회과학관(401),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200508,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,45,Y,상대,30,27,1,1,1,0,0,30,20195115,김덕신,10/50/10/20/0/10/0,1,,,,이론,N,"목8,9",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200509,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,46,Y,상대,30,27,1,1,1,0,0,29,20235003,권온,10/50/10/10/10/10/0,1,,,,이론,N,"금2,3",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200510,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,47,Y,상대,30,27,1,1,1,0,0,29,20225060,이현정,10/70/0/10/0/10/0,1,,,,이론,N,"금2,3",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200511,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,48,Y,상대,30,27,1,1,1,0,0,29,20235033,한주희,0/0/0/0/0/0/0,1,,,,이론,N,"금2,3",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200512,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,49,Y,상대,30,27,1,1,1,0,0,29,20205018,조도현,10/30/10/20/10/20/0,1,,,,이론,N,"금4,5",인문사회과학관(404),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200513,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,50,Y,상대,30,27,1,1,1,0,0,30,20235033,한주희,0/0/0/0/0/0/0,1,,,,이론,N,"금4,5",인문사회과학관(101),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200514,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,51,Y,상대,30,27,1,1,1,0,0,30,20205107,박종덕,10/50/20/10/0/0/0,1,,,,이론,N,"금4,5",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200515,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,52,Y,상대,30,27,1,1,1,0,0,28,20225060,이현정,10/70/0/10/0/10/0,1,,,,이론,N,"금4,5",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200516,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,53,Y,상대,30,27,1,1,1,0,0,30,20235003,권온,10/50/10/10/10/10/0,1,,,,이론,N,"금4,5",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200517,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,54,Y,상대,30,27,1,1,1,0,0,29,20205018,조도현,10/30/10/20/10/20/0,1,,,,이론,N,"금6,7",인문사회과학관(404),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200518,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,55,Y,상대,30,27,1,1,1,0,0,30,20205107,박종덕,10/50/20/10/0/0/0,1,,,,이론,N,"금6,7",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200519,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,56,Y,상대,30,27,1,1,1,0,0,30,20235033,한주희,0/0/0/0/0/0/0,1,,,,이론,N,"금8,9",인문사회과학관(303),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200520,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,57,Y,상대,30,27,1,1,1,0,0,30,20225060,이현정,10/70/0/10/0/10/0,1,,,,이론,N,"금8,9",인문사회과학관(302),보기,,기초교양,공통기초,Y,2.0,
교양,,NBAS1007,2025200521,발표와 토론,노마드칼리지,Y,8211359,교필,2.0,주,58,Y,상대,30,27,1,1,1,0,0,29,20205107,박종덕,10/50/20/10/0/0/0,1,,,,이론,N,"금8,9",인문사회과학관(105),보기,,기초교양,공통기초,Y,2.0,
교양,,NGLI1008,2025200013,베스트셀러읽기,노마드칼리지,Y,8211359,교선,3.0,주,01,Y,상대,40,10,10,10,10,0,0,38,20254048,이혜정,20/30/10/20/10/10/0,1,,,,이론,N,"화6,7,8",경상학관(201),보기,,일반교양,문학과 예술,,3.0,
교양,,NGSC1003,2025201803,생활 속의 과학,노마드칼리지,Y,0428211360,교선,3.0,주,01,Y,절대,40,10,10,10,10,0,0,35,20071064,김덕현,10/20/30/30/10/0/0,1,,,,이론,N,"화2,3,4",그린에너지관(713),보기,,일반교양,자연과 과학,,3.0,
교양,,NGSC1003,2025201804,생활 속의 과학,노마드칼리지,Y,0428211360,교선,3.0,주,02,Y,절대,40,10,10,10,10,0,0,38,20071064,김덕현,10/20/30/30/10/0/0,1,,,,이론,N,"화6,7,8",그린에너지관(713),보기,,일반교양,자연과 과학,,3.0,
교양,,NGSC1004,2025201805,생활 속의 수학,노마드칼리지,Y,0428211360,교선,3.0,주,01,Y,절대,40,10,10,10,10,0,0,39,20061041,김성환,0/0/50/50/0/0/0,1,,,,이론,N,"수2,3,4",그린에너지관(715),보기,,일반교양,자연과 과학,,3.0,
교양,,NGSC1004,2025201806,생활 속의 수학,노마드칼리지,Y,0428211360,교선,3.0,주,02,Y,절대,40,10,10,10,10,0,0,37,20061041,김성환,0/0/50/50/0/0/0,1,,,,이론,N,"수6,7,8",그린에너지관(715),보기,,일반교양,자연과 과학,,3.0,
교양,,NGHI1005,2025201011,생활과 법률,노마드칼리지,Y,0428211976,교선,3.0,주,01,Y,상대,40,10,10,10,10,0,0,38,20215016,최정윤,20/0/60/20/0/0/0,1,,,Y,이론,N,"화2,3,4",창의혁신관(316),보기,공공행정공학과 수강 불가,일반교양,역사와 사회,,3.0,
교양,,NGHI1005,2025201012,생활과 법률,노마드칼리지,Y,0428211976,교선,3.0,주,02,Y,상대,40,10,10,10,10,0,0,40,20215016,최정윤,0/0/50/50/0/0/0,1,,,Y,이론,N,"화6,7,8",창의혁신관(316),보기,공공행정공학과 수강 불가,일반교양,역사와 사회,,3.0,
교양,,NGEN1014,2025201013,생활과 세금,노마드칼리지,Y,0428211976,교선,2.0,주,01,Y,상대,40,10,10,10,10,0,0,38,20254029,길중석,10/20/30/30/5/5/0,1,,,Y,이론,N,"수6,7",창의혁신관(411),보기,"융합경영학과, 회계세무학과 수강 불가",일반교양,기술과 창업,,2.0,
교양,,NGHI1006,2025200741,서양사의 이해,노마드칼리지,Y,8211359,교선,3.0,주,01,Y,상대,40,10,10,10,10,0,0,39,20195038,김충현,20/30/0/0/50/0/0,1,,,,이론,N,"수2,3,4",인문사회과학관(201),보기,,일반교양,역사와 사회,,3.0,
교양,,NGHI1006,2025201246,서양사의 이해,노마드칼리지,Y,8211359,교선,3.0,주,02,Y,상대,40,10,10,10,10,0,0,40,20195038,김충현,20/30/0/0/50/0/0,1,,,,이론,N,"수6,7,8",인문사회과학관(305),보기,,일반교양,역사와 사회,,3.0,
교양,,NSMA1009,2025201807,선형대수학,노마드칼리지,Y,0428211360,교선,3.0,주,01,Y,절대,40,37,1,1,1,0,0,37,20021016,김남균,0/0/60/40/0/0/0,1,,,,이론,N,"월6,7,8",그린에너지관(713),보기,,공학기초,수학,Y,3.0,
교양,,NSMA1009,2025201808,선형대수학,노마드칼리지,Y,0428211360,교선,3.0,주,02,Y,절대,40,37,1,1,1,0,0,40,20061041,김성환,0/0/60/40/0/0/0,1,,,,이론,N,"화2,3,4",그린에너지관(715),보기,,공학기초,수학,Y,3.0,
교양,,NSMA1009,2025201809,선형대수학,노마드칼리지,Y,0428211360,교선,3.0,주,03,Y,절대,40,37,1,1,1,0,0,40,20205127,김겸순,0/0/60/40/0/0/0,1,,,,이론,N,"수6,7,8",그린에너지관(712),보기,,공학기초,수학,Y,3.0,
교양,,NSMA1009,2025201810,선형대수학,노마드칼리지,Y,0428211360,교선,3.0,주,04,Y,절대,40,37,1,1,1,0,0,40,20205127,김겸순,0/0/60/40/0/0/0,1,,,,이론,N,"목2,3,4",그린에너지관(606),보기,,공학기초,수학,Y,3.0,
교양,,NGEN1015,2025201014,세계경제의 이해,노마드칼리지,Y,0428211976,교선,3.0,주,01,Y,상대,40,10,10,10,10,0,0,38,20195072,문혜정,20/20/30/30/0/0/0,1,,,Y,이론,N,"월6,7,8",창의혁신관(317),보기,경제학과 수강 불가,일반교양,기술과 창업,,3.0,
교양,,NGHI1007,2025200743,세계사의 이해,노마드칼리지,Y,8211359,교선,3.0,주,01,Y,상대,40,10,10,10,10,0,0,37,20235077,최향란,20/0/0/20/40/20/0,1,,,,이론,N,"목2,3,4",경상학관(201),보기,,일반교양,역사와 사회,,3.0,
교양,,NGHI1007,2025201247,세계사의 이해,노마드칼리지,Y,8211359,교선,3.0,주,02,Y,상대,40,10,10,10,10,0,0,37,20235077,최향란,20/0/0/20/40/20/0,1,,,,이론,N,"목6,7,8",건설공학관(205),보기,,일반교양,역사와 사회,,3.0,
교양,,NCFR3001,2025200528,세계시민과 국가,노마드칼리지,Y,8211359,교선,3.0,주,01,Y,상대,40,34,2,2,2,0,0,40,20205024,권설아,10/10/10/10/50/10/0,1,,,,이론,N,"화2,3,4",인문사회과학관(305),보기,,핵심교양,도전과 미래,,3.0,
교양,,NCFR3001,2025200529,세계시민과 국가,노마드칼리지,Y,8211359,교선,3.0,주,02,Y,상대,40,34,2,2,2,0,0,39,20205024,권설아,10/10/10/10/50/10/0,1,,,,이론,N,"화6,7,8",인문사회과학관(305),보기,,핵심교양,도전과 미래,,3.0,
교양,,NCFR3001,2025200530,세계시민과 국가,노마드칼리지,Y,8211359,교선,3.0,주,03,Y,상대,40,34,2,2,2,0,0,38,20205024,권설아,10/10/10/10/50/10/0,1,,,,이론,N,"수2,3,4",인문사회과학관(501),보기,,핵심교양,도전과 미래,,3.0,
교양,,NCFR3001,2025200531,세계시민과 국가,노마드칼리지,Y,8211359,교선,3.0,주,04,Y,상대,40,34,2,2,2,0,0,39,20225049,최현우,10/10/10/10/50/10/0,1,,,,이론,N,"수6,7,8",경상학관(201),보기,,핵심교양,도전과 미래,,3.0,
교양,,NCFR3001,2025200532,세계시민과 국가,노마드칼리지,Y,8211359,교선,3.0,주,05,Y,상대,40,34,2,2,2,0,0,39,20225049,최현우,10/10/10/10/50/10/0,1,,,,이론,N,"금2,3,4",인문사회과학관(402),보기,,핵심교양,도전과 미래,,3.0,
교양,,NCFR3001,2025200533,세계시민과 국가,노마드칼리지,Y,8211359,교선,3.0,주,06,Y,상대,40,34,2,2,2,0,0,36,20225049,최현우,10/10/10/10/50/10/0,1,,,,이론,N,"금6,7,8",인문사회과학관(402),보기,,핵심교양,도전과 미래,,3.0,
교양,,NGGL1002,2025201015,스페인어,노마드칼리지,Y,0428211976,교선,3.0,주,01,Y,상대,40,10,10,10,10,0,0,31,20195223,진미령,0/60/0/0/30/10/0,1,,,,이론,N,"금2,3,4",그린에너지관(604),보기,,일반교양,언어,,3.0,
교양,,NGSP1003,2025201016,스포츠와 건강,노마드칼리지,Y,0428211976,교선,2.0,주,01,Y,상대,40,10,10,10,10,0,0,37,20225082,박유미,30/10/10/10/10/30/0,1,,,,이론,N,"월6,7",생활체육관(108),보기,탁구,일반교양,체육,,2.0,
교양,,NGSP1003,2025201017,스포츠와 건강,노마드칼리지,Y,0428211976,교선,2.0,주,02,Y,상대,40,10,10,10,10,0,0,39,20211714,김동현,20/20/20/20/20/0/0,1,,,,이론,N,"화6,7",생활체육관(101),보기,배드민턴,일반교양,체육,,2.0,
교양,,NGSP1003,2025201018,스포츠와 건강,노마드칼리지,Y,0428211976,교선,2.0,주,03,Y,상대,40,10,10,10,10,0,0,38,20215066,최미영,40/30/0/0/0/30/0,1,,,,이론,N,"수6,7",생활체육관(108),보기,신체리듬과 체형관리,일반교양,체육,,2.0,
교양,,NGSP1003,2025201019,스포츠와 건강,노마드칼리지,Y,0428211976,교선,2.0,주,04,Y,상대,40,10,10,10,10,0,0,32,20245024,한동엽,20/20/30/10/0/20/0,1,,,,이론,N,"목6,7",생활체육관(108),보기,테니스,일반교양,체육,,2.0,
교양,,NGSP1003,2025201020,스포츠와 건강,노마드칼리지,Y,0428211976,교선,2.0,주,05,Y,상대,40,10,10,10,10,0,0,38,20245024,한동엽,30/20/30/20/0/0/0,1,,,,이론,N,"금6,7",생활체육관(108),보기,골프,일반교양,체육,,2.0,
교양,,NGSP1004,2025202174,스포츠와 비판적사고,노마드칼리지,Y,0428211976,교선,3.0,주,40,N,상대,40,10,10,10,10,0,0,29,20211214,김세환,0/0/0/0/0/0/0,1,,,,이론,N,"목2,3,4",그린에너지관(608),보기,,일반교양,체육,,3.0,
교양,,NCCR1002,2025200534,심리분석,노마드칼리지,Y,8211359,교선,3.0,주,01,Y,상대,40,34,2,2,2,0,0,39,20041001,이순주,30/30/0/20/0/20/0,1,,블,,이론,N,"월2,3,4",인문사회과학관(501),보기,,핵심교양,분석과 판단,,3.0,
